text,term,polarity
"excellent tapas at great prices, romantic, small but not overly crowed, excellent",food,positive
"excellent tapas at great prices, romantic, small but not overly crowed, excellent",price,positive
"excellent tapas at great prices, romantic, small but not overly crowed, excellent",ambience,positive
"The chocolate raspberry cake is heavenly- not too sweet, but full of flavor.",chocolate raspberry cake,positive
"The chocolate raspberry cake is heavenly- not too sweet, but full of flavor.",flavor,positive
"The chocolate raspberry cake is heavenly- not too sweet, but full of flavor.",food,positive
"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.",waiter,positive
"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.",food,positive
"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.",wine,positive
"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.",service,positive
"Our waiter was helpful and charming, the food was perfect, and the wine was good, too.",food,positive
Alias is warm and cozy and you don't get that squished-in feeling you get at 71 Clinton.,ambience,positive
I HAVE NEVER HAD A BAD MEAL(OR BAD SERVICE )@ PIGALLE.,MEAL,positive
I HAVE NEVER HAD A BAD MEAL(OR BAD SERVICE )@ PIGALLE.,SERVICE,positive
I HAVE NEVER HAD A BAD MEAL(OR BAD SERVICE )@ PIGALLE.,food,positive
I HAVE NEVER HAD A BAD MEAL(OR BAD SERVICE )@ PIGALLE.,service,positive
Best hot dogs in the tri-state area.,hot dogs,positive
Best hot dogs in the tri-state area.,food,positive
This is a typical example of an establishment in which its owners do not know anything about the restaurant business!,anecdotes/miscellaneous,negative
"I would not recommend MEET at all, it is a rip off all the way from the time to step in!",anecdotes/miscellaneous,negative
Went there for a special celebration.,anecdotes/miscellaneous,neutral
The restaurant was quiet and intimate.,ambience,positive
The service was very attentive and very generous.,service,positive
The service was very attentive and very generous.,service,positive
"We had tons of great food, wine, and desserts.",food,positive
"We had tons of great food, wine, and desserts.",wine,positive
"We had tons of great food, wine, and desserts.",desserts,positive
"We had tons of great food, wine, and desserts.",food,positive
Really Lovely dining experience in the midst of buzzing midtown area.,dining experience,positive
Really Lovely dining experience in the midst of buzzing midtown area.,anecdotes/miscellaneous,positive
"OK, I've been to Dumont a few times now.",anecdotes/miscellaneous,neutral
The food really isn't very good and the service is terrible.,food,negative
The food really isn't very good and the service is terrible.,service,negative
The food really isn't very good and the service is terrible.,food,negative
The food really isn't very good and the service is terrible.,service,negative
"Maybe it's that most of Dumont's patrons are younger and have lower expectations, but I cannot recommend Dumont.",anecdotes/miscellaneous,negative
"Not only do they have the best escargot in town,they always try to accomodate our toddler.",escargot,positive
"Not only do they have the best escargot in town,they always try to accomodate our toddler.",food,positive
"Not only do they have the best escargot in town,they always try to accomodate our toddler.",service,positive
"I've been to Sotto Voce several time, and I have to say this one place that hits the nail right on the head ever time!",anecdotes/miscellaneous,positive
"Between my guest and I, we sampled at least 80% of the menu, and they were all hits.",menu,positive
"Between my guest and I, we sampled at least 80% of the menu, and they were all hits.",food,positive
The Deco and ambiance was really romantic.,Deco,positive
The Deco and ambiance was really romantic.,ambiance,positive
The Deco and ambiance was really romantic.,ambience,positive
This is the best unknown restaurant in and around New York.,anecdotes/miscellaneous,positive
Just go in and sample the greatest french food west of Daniel.,french food,positive
Just go in and sample the greatest french food west of Daniel.,food,positive
"For someone who used to hate Indian food, Baluchi's has changed my mid.",Indian food,positive
"For someone who used to hate Indian food, Baluchi's has changed my mid.",food,positive
"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later.",curry,positive
"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later.",food,positive
"All are GREAT - poori, naan, paratha all FRESH.",poori,positive
"All are GREAT - poori, naan, paratha all FRESH.",naan,positive
"All are GREAT - poori, naan, paratha all FRESH.",paratha,positive
"All are GREAT - poori, naan, paratha all FRESH.",food,positive
Try the homemade breads.,homemade breads,positive
Try the homemade breads.,food,positive
"This place has beautiful sushi, and it's delicious CHEAP. ",sushi,positive
"This place has beautiful sushi, and it's delicious CHEAP. ",food,positive
"This place has beautiful sushi, and it's delicious CHEAP. ",price,positive
It also has lots of other Korean dishes that are affordable and just as yummy.,Korean dishes,positive
It also has lots of other Korean dishes that are affordable and just as yummy.,food,positive
It also has lots of other Korean dishes that are affordable and just as yummy.,price,positive
I went for restaurant week and ordered off the prix fixe menu,prix fixe menu,neutral
I went for restaurant week and ordered off the prix fixe menu,food,neutral
"Not only was the waiter efficient and courteous, but also extremely helpful. ",waiter,positive
